,filename,label
1014,D:\data-version-control\data\raw\train\n03888257\n03888257_10748.JPEG,parachute
1015,D:\data-version-control\data\raw\train\n03888257\n03888257_1075.JPEG,parachute
1016,D:\data-version-control\data\raw\train\n03888257\n03888257_10775.JPEG,parachute
1017,D:\data-version-control\data\raw\train\n03888257\n03888257_10796.JPEG,parachute
1018,D:\data-version-control\data\raw\train\n03888257\n03888257_10844.JPEG,parachute
1019,D:\data-version-control\data\raw\train\n03888257\n03888257_10913.JPEG,parachute
1020,D:\data-version-control\data\raw\train\n03888257\n03888257_10916.JPEG,parachute
1021,D:\data-version-control\data\raw\train\n03888257\n03888257_10919.JPEG,parachute
1022,D:\data-version-control\data\raw\train\n03888257\n03888257_10923.JPEG,parachute
1023,D:\data-version-control\data\raw\train\n03888257\n03888257_10933.JPEG,parachute
1024,D:\data-version-control\data\raw\train\n03888257\n03888257_10946.JPEG,parachute
1025,D:\data-version-control\data\raw\train\n03888257\n03888257_10949.JPEG,parachute
1026,D:\data-version-control\data\raw\train\n03888257\n03888257_1097.JPEG,parachute
1027,D:\data-version-control\data\raw\train\n03888257\n03888257_10999.JPEG,parachute
1028,D:\data-version-control\data\raw\train\n03888257\n03888257_11014.JPEG,parachute
1029,D:\data-version-control\data\raw\train\n03888257\n03888257_11053.JPEG,parachute
1030,D:\data-version-control\data\raw\train\n03888257\n03888257_11056.JPEG,parachute
1031,D:\data-version-control\data\raw\train\n03888257\n03888257_11098.JPEG,parachute
1032,D:\data-version-control\data\raw\train\n03888257\n03888257_11109.JPEG,parachute
1033,D:\data-version-control\data\raw\train\n03888257\n03888257_11137.JPEG,parachute
1034,D:\data-version-control\data\raw\train\n03888257\n03888257_11187.JPEG,parachute
1035,D:\data-version-control\data\raw\train\n03888257\n03888257_11216.JPEG,parachute
1036,D:\data-version-control\data\raw\train\n03888257\n03888257_11237.JPEG,parachute
1037,D:\data-version-control\data\raw\train\n03888257\n03888257_11255.JPEG,parachute
1038,D:\data-version-control\data\raw\train\n03888257\n03888257_11313.JPEG,parachute
1039,D:\data-version-control\data\raw\train\n03888257\n03888257_11326.JPEG,parachute
1040,D:\data-version-control\data\raw\train\n03888257\n03888257_1135.JPEG,parachute
1041,D:\data-version-control\data\raw\train\n03888257\n03888257_11359.JPEG,parachute
1042,D:\data-version-control\data\raw\train\n03888257\n03888257_1137.JPEG,parachute
1043,D:\data-version-control\data\raw\train\n03888257\n03888257_11378.JPEG,parachute
1044,D:\data-version-control\data\raw\train\n03888257\n03888257_11387.JPEG,parachute
1045,D:\data-version-control\data\raw\train\n03888257\n03888257_11439.JPEG,parachute
1046,D:\data-version-control\data\raw\train\n03888257\n03888257_11477.JPEG,parachute
1047,D:\data-version-control\data\raw\train\n03888257\n03888257_11494.JPEG,parachute
1048,D:\data-version-control\data\raw\train\n03888257\n03888257_11539.JPEG,parachute
1049,D:\data-version-control\data\raw\train\n03888257\n03888257_11584.JPEG,parachute
1050,D:\data-version-control\data\raw\train\n03888257\n03888257_11587.JPEG,parachute
1051,D:\data-version-control\data\raw\train\n03888257\n03888257_11593.JPEG,parachute
1052,D:\data-version-control\data\raw\train\n03888257\n03888257_11609.JPEG,parachute
1053,D:\data-version-control\data\raw\train\n03888257\n03888257_11628.JPEG,parachute
1054,D:\data-version-control\data\raw\train\n03888257\n03888257_11658.JPEG,parachute
1055,D:\data-version-control\data\raw\train\n03888257\n03888257_11694.JPEG,parachute
1056,D:\data-version-control\data\raw\train\n03888257\n03888257_11697.JPEG,parachute
1057,D:\data-version-control\data\raw\train\n03888257\n03888257_11699.JPEG,parachute
1058,D:\data-version-control\data\raw\train\n03888257\n03888257_11737.JPEG,parachute
1059,D:\data-version-control\data\raw\train\n03888257\n03888257_1175.JPEG,parachute
1060,D:\data-version-control\data\raw\train\n03888257\n03888257_11755.JPEG,parachute
1061,D:\data-version-control\data\raw\train\n03888257\n03888257_11759.JPEG,parachute
1062,D:\data-version-control\data\raw\train\n03888257\n03888257_11787.JPEG,parachute
1063,D:\data-version-control\data\raw\train\n03888257\n03888257_11803.JPEG,parachute
1064,D:\data-version-control\data\raw\train\n03888257\n03888257_11809.JPEG,parachute
1065,D:\data-version-control\data\raw\train\n03888257\n03888257_11845.JPEG,parachute
1066,D:\data-version-control\data\raw\train\n03888257\n03888257_11854.JPEG,parachute
1067,D:\data-version-control\data\raw\train\n03888257\n03888257_11886.JPEG,parachute
1068,D:\data-version-control\data\raw\train\n03888257\n03888257_11943.JPEG,parachute
1069,D:\data-version-control\data\raw\train\n03888257\n03888257_12049.JPEG,parachute
1070,D:\data-version-control\data\raw\train\n03888257\n03888257_12053.JPEG,parachute
1071,D:\data-version-control\data\raw\train\n03888257\n03888257_12055.JPEG,parachute
1072,D:\data-version-control\data\raw\train\n03888257\n03888257_12088.JPEG,parachute
1073,D:\data-version-control\data\raw\train\n03888257\n03888257_12094.JPEG,parachute
1074,D:\data-version-control\data\raw\train\n03888257\n03888257_12164.JPEG,parachute
1075,D:\data-version-control\data\raw\train\n03888257\n03888257_12165.JPEG,parachute
1076,D:\data-version-control\data\raw\train\n03888257\n03888257_12195.JPEG,parachute
1077,D:\data-version-control\data\raw\train\n03888257\n03888257_12205.JPEG,parachute
1078,D:\data-version-control\data\raw\train\n03888257\n03888257_12235.JPEG,parachute
1079,D:\data-version-control\data\raw\train\n03888257\n03888257_12247.JPEG,parachute
1080,D:\data-version-control\data\raw\train\n03888257\n03888257_12323.JPEG,parachute
1081,D:\data-version-control\data\raw\train\n03888257\n03888257_12326.JPEG,parachute
1082,D:\data-version-control\data\raw\train\n03888257\n03888257_12349.JPEG,parachute
1083,D:\data-version-control\data\raw\train\n03888257\n03888257_12378.JPEG,parachute
1084,D:\data-version-control\data\raw\train\n03888257\n03888257_12413.JPEG,parachute
1085,D:\data-version-control\data\raw\train\n03888257\n03888257_12446.JPEG,parachute
1086,D:\data-version-control\data\raw\train\n03888257\n03888257_12517.JPEG,parachute
1087,D:\data-version-control\data\raw\train\n03888257\n03888257_12568.JPEG,parachute
1088,D:\data-version-control\data\raw\train\n03888257\n03888257_12593.JPEG,parachute
1089,D:\data-version-control\data\raw\train\n03888257\n03888257_12628.JPEG,parachute
1090,D:\data-version-control\data\raw\train\n03888257\n03888257_1265.JPEG,parachute
1091,D:\data-version-control\data\raw\train\n03888257\n03888257_12694.JPEG,parachute
1092,D:\data-version-control\data\raw\train\n03888257\n03888257_12753.JPEG,parachute
1093,D:\data-version-control\data\raw\train\n03888257\n03888257_12775.JPEG,parachute
1094,D:\data-version-control\data\raw\train\n03888257\n03888257_12788.JPEG,parachute
1095,D:\data-version-control\data\raw\train\n03888257\n03888257_128.JPEG,parachute
1096,D:\data-version-control\data\raw\train\n03888257\n03888257_12816.JPEG,parachute
1097,D:\data-version-control\data\raw\train\n03888257\n03888257_1286.JPEG,parachute
1098,D:\data-version-control\data\raw\train\n03888257\n03888257_12883.JPEG,parachute
1099,D:\data-version-control\data\raw\train\n03888257\n03888257_12973.JPEG,parachute
1100,D:\data-version-control\data\raw\train\n03888257\n03888257_13016.JPEG,parachute
1101,D:\data-version-control\data\raw\train\n03888257\n03888257_13029.JPEG,parachute
1102,D:\data-version-control\data\raw\train\n03888257\n03888257_13074.JPEG,parachute
1103,D:\data-version-control\data\raw\train\n03888257\n03888257_13075.JPEG,parachute
1104,D:\data-version-control\data\raw\train\n03888257\n03888257_13078.JPEG,parachute
1105,D:\data-version-control\data\raw\train\n03888257\n03888257_13114.JPEG,parachute
1106,D:\data-version-control\data\raw\train\n03888257\n03888257_13129.JPEG,parachute
1107,D:\data-version-control\data\raw\train\n03888257\n03888257_13175.JPEG,parachute
1108,D:\data-version-control\data\raw\train\n03888257\n03888257_13184.JPEG,parachute
1109,D:\data-version-control\data\raw\train\n03888257\n03888257_13198.JPEG,parachute
1110,D:\data-version-control\data\raw\train\n03888257\n03888257_13208.JPEG,parachute
1111,D:\data-version-control\data\raw\train\n03888257\n03888257_13209.JPEG,parachute
1112,D:\data-version-control\data\raw\train\n03888257\n03888257_13224.JPEG,parachute
1113,D:\data-version-control\data\raw\train\n03888257\n03888257_13236.JPEG,parachute
1114,D:\data-version-control\data\raw\train\n03888257\n03888257_13264.JPEG,parachute
1115,D:\data-version-control\data\raw\train\n03888257\n03888257_13276.JPEG,parachute
1116,D:\data-version-control\data\raw\train\n03888257\n03888257_13283.JPEG,parachute
1117,D:\data-version-control\data\raw\train\n03888257\n03888257_13285.JPEG,parachute
1118,D:\data-version-control\data\raw\train\n03888257\n03888257_13314.JPEG,parachute
1119,D:\data-version-control\data\raw\train\n03888257\n03888257_13315.JPEG,parachute
1120,D:\data-version-control\data\raw\train\n03888257\n03888257_1346.JPEG,parachute
1121,D:\data-version-control\data\raw\train\n03888257\n03888257_13476.JPEG,parachute
1122,D:\data-version-control\data\raw\train\n03888257\n03888257_13565.JPEG,parachute
1123,D:\data-version-control\data\raw\train\n03888257\n03888257_13587.JPEG,parachute
1124,D:\data-version-control\data\raw\train\n03888257\n03888257_13596.JPEG,parachute
1125,D:\data-version-control\data\raw\train\n03888257\n03888257_13769.JPEG,parachute
1126,D:\data-version-control\data\raw\train\n03888257\n03888257_1389.JPEG,parachute
1127,D:\data-version-control\data\raw\train\n03888257\n03888257_13894.JPEG,parachute
1128,D:\data-version-control\data\raw\train\n03888257\n03888257_13896.JPEG,parachute
1129,D:\data-version-control\data\raw\train\n03888257\n03888257_13944.JPEG,parachute
1130,D:\data-version-control\data\raw\train\n03888257\n03888257_14005.JPEG,parachute
1131,D:\data-version-control\data\raw\train\n03888257\n03888257_14016.JPEG,parachute
1132,D:\data-version-control\data\raw\train\n03888257\n03888257_14019.JPEG,parachute
1133,D:\data-version-control\data\raw\train\n03888257\n03888257_14065.JPEG,parachute
1134,D:\data-version-control\data\raw\train\n03888257\n03888257_14089.JPEG,parachute
1135,D:\data-version-control\data\raw\train\n03888257\n03888257_14128.JPEG,parachute
1136,D:\data-version-control\data\raw\train\n03888257\n03888257_14304.JPEG,parachute
1137,D:\data-version-control\data\raw\train\n03888257\n03888257_14368.JPEG,parachute
1138,D:\data-version-control\data\raw\train\n03888257\n03888257_1446.JPEG,parachute
1139,D:\data-version-control\data\raw\train\n03888257\n03888257_14497.JPEG,parachute
1140,D:\data-version-control\data\raw\train\n03888257\n03888257_14504.JPEG,parachute
1141,D:\data-version-control\data\raw\train\n03888257\n03888257_14583.JPEG,parachute
1142,D:\data-version-control\data\raw\train\n03888257\n03888257_14703.JPEG,parachute
1143,D:\data-version-control\data\raw\train\n03888257\n03888257_14853.JPEG,parachute
1144,D:\data-version-control\data\raw\train\n03888257\n03888257_14859.JPEG,parachute
1145,D:\data-version-control\data\raw\train\n03888257\n03888257_1487.JPEG,parachute
1146,D:\data-version-control\data\raw\train\n03888257\n03888257_1496.JPEG,parachute
1147,D:\data-version-control\data\raw\train\n03888257\n03888257_14967.JPEG,parachute
1148,D:\data-version-control\data\raw\train\n03888257\n03888257_14974.JPEG,parachute
1149,D:\data-version-control\data\raw\train\n03888257\n03888257_15019.JPEG,parachute
1150,D:\data-version-control\data\raw\train\n03888257\n03888257_15067.JPEG,parachute
1151,D:\data-version-control\data\raw\train\n03888257\n03888257_15096.JPEG,parachute
1152,D:\data-version-control\data\raw\train\n03888257\n03888257_1517.JPEG,parachute
1153,D:\data-version-control\data\raw\train\n03888257\n03888257_15234.JPEG,parachute
1154,D:\data-version-control\data\raw\train\n03888257\n03888257_15299.JPEG,parachute
1155,D:\data-version-control\data\raw\train\n03888257\n03888257_15364.JPEG,parachute
1156,D:\data-version-control\data\raw\train\n03888257\n03888257_15395.JPEG,parachute
1157,D:\data-version-control\data\raw\train\n03888257\n03888257_15415.JPEG,parachute
1158,D:\data-version-control\data\raw\train\n03888257\n03888257_15486.JPEG,parachute
1159,D:\data-version-control\data\raw\train\n03888257\n03888257_15527.JPEG,parachute
1160,D:\data-version-control\data\raw\train\n03888257\n03888257_1553.JPEG,parachute
1161,D:\data-version-control\data\raw\train\n03888257\n03888257_15617.JPEG,parachute
1162,D:\data-version-control\data\raw\train\n03888257\n03888257_15697.JPEG,parachute
1163,D:\data-version-control\data\raw\train\n03888257\n03888257_15735.JPEG,parachute
1164,D:\data-version-control\data\raw\train\n03888257\n03888257_15777.JPEG,parachute
1165,D:\data-version-control\data\raw\train\n03888257\n03888257_15779.JPEG,parachute
1166,D:\data-version-control\data\raw\train\n03888257\n03888257_15786.JPEG,parachute
1167,D:\data-version-control\data\raw\train\n03888257\n03888257_15797.JPEG,parachute
1168,D:\data-version-control\data\raw\train\n03888257\n03888257_15816.JPEG,parachute
1169,D:\data-version-control\data\raw\train\n03888257\n03888257_15826.JPEG,parachute
1170,D:\data-version-control\data\raw\train\n03888257\n03888257_1586.JPEG,parachute
1171,D:\data-version-control\data\raw\train\n03888257\n03888257_15914.JPEG,parachute
1172,D:\data-version-control\data\raw\train\n03888257\n03888257_1593.JPEG,parachute
1173,D:\data-version-control\data\raw\train\n03888257\n03888257_15946.JPEG,parachute
1174,D:\data-version-control\data\raw\train\n03888257\n03888257_15948.JPEG,parachute
1175,D:\data-version-control\data\raw\train\n03888257\n03888257_16077.JPEG,parachute
1176,D:\data-version-control\data\raw\train\n03888257\n03888257_1608.JPEG,parachute
1177,D:\data-version-control\data\raw\train\n03888257\n03888257_16173.JPEG,parachute
1178,D:\data-version-control\data\raw\train\n03888257\n03888257_16223.JPEG,parachute
1179,D:\data-version-control\data\raw\train\n03888257\n03888257_16256.JPEG,parachute
1180,D:\data-version-control\data\raw\train\n03888257\n03888257_16267.JPEG,parachute
1181,D:\data-version-control\data\raw\train\n03888257\n03888257_16296.JPEG,parachute
1182,D:\data-version-control\data\raw\train\n03888257\n03888257_16299.JPEG,parachute
1183,D:\data-version-control\data\raw\train\n03888257\n03888257_16315.JPEG,parachute
1184,D:\data-version-control\data\raw\train\n03888257\n03888257_16369.JPEG,parachute
1185,D:\data-version-control\data\raw\train\n03888257\n03888257_16403.JPEG,parachute
1186,D:\data-version-control\data\raw\train\n03888257\n03888257_16419.JPEG,parachute
1187,D:\data-version-control\data\raw\train\n03888257\n03888257_16446.JPEG,parachute
1188,D:\data-version-control\data\raw\train\n03888257\n03888257_16575.JPEG,parachute
1189,D:\data-version-control\data\raw\train\n03888257\n03888257_16577.JPEG,parachute
1190,D:\data-version-control\data\raw\train\n03888257\n03888257_16595.JPEG,parachute
1191,D:\data-version-control\data\raw\train\n03888257\n03888257_16673.JPEG,parachute
1192,D:\data-version-control\data\raw\train\n03888257\n03888257_167.JPEG,parachute
1193,D:\data-version-control\data\raw\train\n03888257\n03888257_1675.JPEG,parachute
1194,D:\data-version-control\data\raw\train\n03888257\n03888257_16764.JPEG,parachute
1195,D:\data-version-control\data\raw\train\n03888257\n03888257_16765.JPEG,parachute
1196,D:\data-version-control\data\raw\train\n03888257\n03888257_16778.JPEG,parachute
1197,D:\data-version-control\data\raw\train\n03888257\n03888257_16826.JPEG,parachute
1198,D:\data-version-control\data\raw\train\n03888257\n03888257_1685.JPEG,parachute
1199,D:\data-version-control\data\raw\train\n03888257\n03888257_16977.JPEG,parachute
1200,D:\data-version-control\data\raw\train\n03888257\n03888257_17004.JPEG,parachute
1201,D:\data-version-control\data\raw\train\n03888257\n03888257_17048.JPEG,parachute
1202,D:\data-version-control\data\raw\train\n03888257\n03888257_17063.JPEG,parachute
1203,D:\data-version-control\data\raw\train\n03888257\n03888257_17133.JPEG,parachute
1204,D:\data-version-control\data\raw\train\n03888257\n03888257_17143.JPEG,parachute
1205,D:\data-version-control\data\raw\train\n03888257\n03888257_17164.JPEG,parachute
1206,D:\data-version-control\data\raw\train\n03888257\n03888257_17175.JPEG,parachute
1207,D:\data-version-control\data\raw\train\n03888257\n03888257_17206.JPEG,parachute
1208,D:\data-version-control\data\raw\train\n03888257\n03888257_17235.JPEG,parachute
1209,D:\data-version-control\data\raw\train\n03888257\n03888257_17269.JPEG,parachute
1210,D:\data-version-control\data\raw\train\n03888257\n03888257_17326.JPEG,parachute
1211,D:\data-version-control\data\raw\train\n03888257\n03888257_17368.JPEG,parachute
1212,D:\data-version-control\data\raw\train\n03888257\n03888257_17387.JPEG,parachute
1213,D:\data-version-control\data\raw\train\n03888257\n03888257_17424.JPEG,parachute
1214,D:\data-version-control\data\raw\train\n03888257\n03888257_17513.JPEG,parachute
1215,D:\data-version-control\data\raw\train\n03888257\n03888257_17533.JPEG,parachute
1216,D:\data-version-control\data\raw\train\n03888257\n03888257_17565.JPEG,parachute
1217,D:\data-version-control\data\raw\train\n03888257\n03888257_17585.JPEG,parachute
1218,D:\data-version-control\data\raw\train\n03888257\n03888257_17619.JPEG,parachute
1219,D:\data-version-control\data\raw\train\n03888257\n03888257_1767.JPEG,parachute
1220,D:\data-version-control\data\raw\train\n03888257\n03888257_1769.JPEG,parachute
1221,D:\data-version-control\data\raw\train\n03888257\n03888257_17703.JPEG,parachute
1222,D:\data-version-control\data\raw\train\n03888257\n03888257_17708.JPEG,parachute
1223,D:\data-version-control\data\raw\train\n03888257\n03888257_17727.JPEG,parachute
1224,D:\data-version-control\data\raw\train\n03888257\n03888257_17783.JPEG,parachute
1225,D:\data-version-control\data\raw\train\n03888257\n03888257_17848.JPEG,parachute
1226,D:\data-version-control\data\raw\train\n03888257\n03888257_17907.JPEG,parachute
1227,D:\data-version-control\data\raw\train\n03888257\n03888257_17929.JPEG,parachute
1228,D:\data-version-control\data\raw\train\n03888257\n03888257_1797.JPEG,parachute
1229,D:\data-version-control\data\raw\train\n03888257\n03888257_17999.JPEG,parachute
1230,D:\data-version-control\data\raw\train\n03888257\n03888257_18.JPEG,parachute
1231,D:\data-version-control\data\raw\train\n03888257\n03888257_18023.JPEG,parachute
1232,D:\data-version-control\data\raw\train\n03888257\n03888257_18026.JPEG,parachute
1233,D:\data-version-control\data\raw\train\n03888257\n03888257_18055.JPEG,parachute
1234,D:\data-version-control\data\raw\train\n03888257\n03888257_18075.JPEG,parachute
1235,D:\data-version-control\data\raw\train\n03888257\n03888257_1809.JPEG,parachute
1236,D:\data-version-control\data\raw\train\n03888257\n03888257_18096.JPEG,parachute
1237,D:\data-version-control\data\raw\train\n03888257\n03888257_18105.JPEG,parachute
1238,D:\data-version-control\data\raw\train\n03888257\n03888257_18127.JPEG,parachute
1239,D:\data-version-control\data\raw\train\n03888257\n03888257_18198.JPEG,parachute
1240,D:\data-version-control\data\raw\train\n03888257\n03888257_18208.JPEG,parachute
1241,D:\data-version-control\data\raw\train\n03888257\n03888257_18267.JPEG,parachute
1242,D:\data-version-control\data\raw\train\n03888257\n03888257_18288.JPEG,parachute
1243,D:\data-version-control\data\raw\train\n03888257\n03888257_18356.JPEG,parachute
1244,D:\data-version-control\data\raw\train\n03888257\n03888257_18436.JPEG,parachute
1245,D:\data-version-control\data\raw\train\n03888257\n03888257_18464.JPEG,parachute
1246,D:\data-version-control\data\raw\train\n03888257\n03888257_18637.JPEG,parachute
1247,D:\data-version-control\data\raw\train\n03888257\n03888257_18664.JPEG,parachute
1248,D:\data-version-control\data\raw\train\n03888257\n03888257_18687.JPEG,parachute
1249,D:\data-version-control\data\raw\train\n03888257\n03888257_18716.JPEG,parachute
1250,D:\data-version-control\data\raw\train\n03888257\n03888257_18725.JPEG,parachute
1251,D:\data-version-control\data\raw\train\n03888257\n03888257_1876.JPEG,parachute
1252,D:\data-version-control\data\raw\train\n03888257\n03888257_18898.JPEG,parachute
1253,D:\data-version-control\data\raw\train\n03888257\n03888257_18908.JPEG,parachute
1254,D:\data-version-control\data\raw\train\n03888257\n03888257_18939.JPEG,parachute
1255,D:\data-version-control\data\raw\train\n03888257\n03888257_18947.JPEG,parachute
1256,D:\data-version-control\data\raw\train\n03888257\n03888257_18956.JPEG,parachute
1257,D:\data-version-control\data\raw\train\n03888257\n03888257_18974.JPEG,parachute
1258,D:\data-version-control\data\raw\train\n03888257\n03888257_19079.JPEG,parachute
1259,D:\data-version-control\data\raw\train\n03888257\n03888257_19095.JPEG,parachute
1260,D:\data-version-control\data\raw\train\n03888257\n03888257_19103.JPEG,parachute
1261,D:\data-version-control\data\raw\train\n03888257\n03888257_19139.JPEG,parachute
1262,D:\data-version-control\data\raw\train\n03888257\n03888257_19163.JPEG,parachute
1263,D:\data-version-control\data\raw\train\n03888257\n03888257_19249.JPEG,parachute
1264,D:\data-version-control\data\raw\train\n03888257\n03888257_1929.JPEG,parachute
1265,D:\data-version-control\data\raw\train\n03888257\n03888257_19484.JPEG,parachute
1266,D:\data-version-control\data\raw\train\n03888257\n03888257_19485.JPEG,parachute
1267,D:\data-version-control\data\raw\train\n03888257\n03888257_19494.JPEG,parachute
1268,D:\data-version-control\data\raw\train\n03888257\n03888257_19499.JPEG,parachute
1269,D:\data-version-control\data\raw\train\n03888257\n03888257_19648.JPEG,parachute
1270,D:\data-version-control\data\raw\train\n03888257\n03888257_19707.JPEG,parachute
1271,D:\data-version-control\data\raw\train\n03888257\n03888257_19717.JPEG,parachute
1272,D:\data-version-control\data\raw\train\n03888257\n03888257_19805.JPEG,parachute
1273,D:\data-version-control\data\raw\train\n03888257\n03888257_19973.JPEG,parachute
1274,D:\data-version-control\data\raw\train\n03888257\n03888257_20025.JPEG,parachute
1275,D:\data-version-control\data\raw\train\n03888257\n03888257_2007.JPEG,parachute
1276,D:\data-version-control\data\raw\train\n03888257\n03888257_20114.JPEG,parachute
1277,D:\data-version-control\data\raw\train\n03888257\n03888257_20118.JPEG,parachute
1278,D:\data-version-control\data\raw\train\n03888257\n03888257_20124.JPEG,parachute
1279,D:\data-version-control\data\raw\train\n03888257\n03888257_20148.JPEG,parachute
1280,D:\data-version-control\data\raw\train\n03888257\n03888257_20206.JPEG,parachute
1281,D:\data-version-control\data\raw\train\n03888257\n03888257_20245.JPEG,parachute
1282,D:\data-version-control\data\raw\train\n03888257\n03888257_20324.JPEG,parachute
1283,D:\data-version-control\data\raw\train\n03888257\n03888257_2033.JPEG,parachute
1284,D:\data-version-control\data\raw\train\n03888257\n03888257_20344.JPEG,parachute
1285,D:\data-version-control\data\raw\train\n03888257\n03888257_20385.JPEG,parachute
1286,D:\data-version-control\data\raw\train\n03888257\n03888257_20394.JPEG,parachute
1287,D:\data-version-control\data\raw\train\n03888257\n03888257_20397.JPEG,parachute
1288,D:\data-version-control\data\raw\train\n03888257\n03888257_20433.JPEG,parachute
1289,D:\data-version-control\data\raw\train\n03888257\n03888257_20436.JPEG,parachute
1290,D:\data-version-control\data\raw\train\n03888257\n03888257_20447.JPEG,parachute
1291,D:\data-version-control\data\raw\train\n03888257\n03888257_20473.JPEG,parachute
1292,D:\data-version-control\data\raw\train\n03888257\n03888257_20504.JPEG,parachute
1293,D:\data-version-control\data\raw\train\n03888257\n03888257_20624.JPEG,parachute
1294,D:\data-version-control\data\raw\train\n03888257\n03888257_20649.JPEG,parachute
1295,D:\data-version-control\data\raw\train\n03888257\n03888257_20654.JPEG,parachute
1296,D:\data-version-control\data\raw\train\n03888257\n03888257_20676.JPEG,parachute
1297,D:\data-version-control\data\raw\train\n03888257\n03888257_20684.JPEG,parachute
1298,D:\data-version-control\data\raw\train\n03888257\n03888257_20704.JPEG,parachute
1299,D:\data-version-control\data\raw\train\n03888257\n03888257_20717.JPEG,parachute
1300,D:\data-version-control\data\raw\train\n03888257\n03888257_20893.JPEG,parachute
1301,D:\data-version-control\data\raw\train\n03888257\n03888257_20903.JPEG,parachute
1302,D:\data-version-control\data\raw\train\n03888257\n03888257_20945.JPEG,parachute
1303,D:\data-version-control\data\raw\train\n03888257\n03888257_20989.JPEG,parachute
1304,D:\data-version-control\data\raw\train\n03888257\n03888257_21027.JPEG,parachute
1305,D:\data-version-control\data\raw\train\n03888257\n03888257_2103.JPEG,parachute
1306,D:\data-version-control\data\raw\train\n03888257\n03888257_21093.JPEG,parachute
1307,D:\data-version-control\data\raw\train\n03888257\n03888257_21119.JPEG,parachute
1308,D:\data-version-control\data\raw\train\n03888257\n03888257_21154.JPEG,parachute
1309,D:\data-version-control\data\raw\train\n03888257\n03888257_21159.JPEG,parachute
1310,D:\data-version-control\data\raw\train\n03888257\n03888257_21227.JPEG,parachute
1311,D:\data-version-control\data\raw\train\n03888257\n03888257_21243.JPEG,parachute
1312,D:\data-version-control\data\raw\train\n03888257\n03888257_21265.JPEG,parachute
1313,D:\data-version-control\data\raw\train\n03888257\n03888257_21298.JPEG,parachute
1314,D:\data-version-control\data\raw\train\n03888257\n03888257_21346.JPEG,parachute
1315,D:\data-version-control\data\raw\train\n03888257\n03888257_21399.JPEG,parachute
1316,D:\data-version-control\data\raw\train\n03888257\n03888257_21628.JPEG,parachute
1317,D:\data-version-control\data\raw\train\n03888257\n03888257_21793.JPEG,parachute
1318,D:\data-version-control\data\raw\train\n03888257\n03888257_2187.JPEG,parachute
1319,D:\data-version-control\data\raw\train\n03888257\n03888257_21923.JPEG,parachute
1320,D:\data-version-control\data\raw\train\n03888257\n03888257_2195.JPEG,parachute
1321,D:\data-version-control\data\raw\train\n03888257\n03888257_21998.JPEG,parachute
1322,D:\data-version-control\data\raw\train\n03888257\n03888257_22018.JPEG,parachute
1323,D:\data-version-control\data\raw\train\n03888257\n03888257_22053.JPEG,parachute
1324,D:\data-version-control\data\raw\train\n03888257\n03888257_22096.JPEG,parachute
1325,D:\data-version-control\data\raw\train\n03888257\n03888257_22114.JPEG,parachute
1326,D:\data-version-control\data\raw\train\n03888257\n03888257_22115.JPEG,parachute
1327,D:\data-version-control\data\raw\train\n03888257\n03888257_22146.JPEG,parachute
1328,D:\data-version-control\data\raw\train\n03888257\n03888257_22147.JPEG,parachute
1329,D:\data-version-control\data\raw\train\n03888257\n03888257_22305.JPEG,parachute
1330,D:\data-version-control\data\raw\train\n03888257\n03888257_22473.JPEG,parachute
1331,D:\data-version-control\data\raw\train\n03888257\n03888257_22484.JPEG,parachute
1332,D:\data-version-control\data\raw\train\n03888257\n03888257_22545.JPEG,parachute
1333,D:\data-version-control\data\raw\train\n03888257\n03888257_226.JPEG,parachute
1334,D:\data-version-control\data\raw\train\n03888257\n03888257_22655.JPEG,parachute
1335,D:\data-version-control\data\raw\train\n03888257\n03888257_22668.JPEG,parachute
1336,D:\data-version-control\data\raw\train\n03888257\n03888257_2267.JPEG,parachute
1337,D:\data-version-control\data\raw\train\n03888257\n03888257_22687.JPEG,parachute
1338,D:\data-version-control\data\raw\train\n03888257\n03888257_22703.JPEG,parachute
1339,D:\data-version-control\data\raw\train\n03888257\n03888257_2276.JPEG,parachute
1340,D:\data-version-control\data\raw\train\n03888257\n03888257_22767.JPEG,parachute
1341,D:\data-version-control\data\raw\train\n03888257\n03888257_22854.JPEG,parachute
1342,D:\data-version-control\data\raw\train\n03888257\n03888257_22893.JPEG,parachute
1343,D:\data-version-control\data\raw\train\n03888257\n03888257_22926.JPEG,parachute
1344,D:\data-version-control\data\raw\train\n03888257\n03888257_22949.JPEG,parachute
1345,D:\data-version-control\data\raw\train\n03888257\n03888257_22956.JPEG,parachute
1346,D:\data-version-control\data\raw\train\n03888257\n03888257_23023.JPEG,parachute
1347,D:\data-version-control\data\raw\train\n03888257\n03888257_23048.JPEG,parachute
1348,D:\data-version-control\data\raw\train\n03888257\n03888257_23069.JPEG,parachute
1349,D:\data-version-control\data\raw\train\n03888257\n03888257_23113.JPEG,parachute
1350,D:\data-version-control\data\raw\train\n03888257\n03888257_23198.JPEG,parachute
1351,D:\data-version-control\data\raw\train\n03888257\n03888257_23204.JPEG,parachute
1352,D:\data-version-control\data\raw\train\n03888257\n03888257_23233.JPEG,parachute
1353,D:\data-version-control\data\raw\train\n03888257\n03888257_23265.JPEG,parachute
1354,D:\data-version-control\data\raw\train\n03888257\n03888257_2327.JPEG,parachute
